stop_id,stop_name,stop_lat,stop_lon,stop_code,stop_desc,stop_url,location_type,wheelchair_boarding,zone_id,stop_timezone,platform_code,tts_stop_name
stop_2603280916_17088,舍德里诺夫上将广场,53.006015,158.658449,,,,0,0,,,,
stop_2603280916_42503,市政府,53.009986,158.653569,,,,0,0,,,,
stop_2603280916_79005,苏维埃街,53.016380,158.650253,,,,0,0,,,,
stop_2603280916_07038,46号中学,53.020146,158.648798,,,,0,0,,,,
stop_2603280916_83440,话剧院,53.024827,158.644053,,,,0,0,,,,
stop_2603280916_08944,湖岸沙咀街,53.028264,158.641131,,,,0,0,,,,
stop_2603280916_48840,库尔图奇湖,53.031797,158.639990,,,,0,0,,,,
stop_2603280916_45437,斯巴达克体育场,53.033861,158.648962,,,,0,0,,,,
stop_2603280916_45151,共青团广场,53.036487,158.655708,,,,0,0,,,,
stop_2603280916_72539,别林国立大学,53.035835,158.665286,,,,0,0,,,,
stop_2603280916_75142,儿童公园,53.036564,158.675596,,,,0,0,,,,
stop_2603280916_66642,半编制区,53.040503,158.678584,,,,0,0,,,,
stop_2603280916_17322,温室,53.045108,158.673001,,,,0,0,,,,
stop_2603280916_69392,奥尔梅迪乌姆医疗中心,53.046880,158.678941,,,,0,0,,,,
stop_2603280916_41694,齐奥尔科夫斯基大街,53.052598,158.679182,,,,0,0,,,,
stop_2603280916_01364,BAM购物中心,53.057048,158.674378,,,,0,0,,,,
stop_2603280916_82388,星星街,53.054608,158.664232,,,,0,0,,,,
stop_2603280916_67673,木偶剧院,53.055893,158.656869,,,,0,0,,,,
stop_2603280916_34573,地平线-北部,53.060921,158.650188,,,,0,0,,,,
stop_2603280916_23099,建材市场,53.064711,158.643256,,,,0,0,,,,
stop_2603280916_89202,边防城,53.065504,158.638183,,,,0,0,,,,
stop_2603280916_86870,儿童商店,53.066879,158.630583,,,,0,0,,,,
stop_2603280916_00202,州立图书馆,53.066047,158.624385,,,,0,0,,,,
stop_2603280916_02706,丘巴罗夫街,53.069610,158.614082,,,,0,0,,,,
stop_2603280916_89816,火山研究所,53.070085,158.608320,,,,0,0,,,,
stop_2603280916_09306,建设城,53.070714,158.601633,,,,0,0,,,,
stop_2603280916_06184,草原街,53.013661,158.722160,,,,0,0,,,,
stop_2603280916_74127,莉莎·柴金娜街,53.015109,158.718210,,,,0,0,,,,
stop_2603280916_84716,冰球学校,53.017387,158.713173,,,,0,0,,,,
stop_2603280916_29720,阳光街,53.023939,158.702701,,,,0,0,,,,
stop_2603280916_65769,岔路口,53.026636,158.700707,,,,0,0,,,,
stop_2603280916_59118,9号学校,53.029791,158.690956,,,,0,0,,,,
stop_2603280916_78437,汽车市场,53.032006,158.682793,,,,0,0,,,,
stop_2603280916_98068,州立医院,53.039177,158.659230,,,,0,0,,,,
stop_2603280916_65425,符拉迪沃斯托克街,53.043797,158.659440,,,,0,0,,,,
stop_2603280916_31670,主教座堂,53.048261,158.652762,,,,0,0,,,,
stop_2603280916_75386,工大文化宫,53.051906,158.642381,,,,0,0,,,,
stop_2603280916_04279,城市喷泉,53.055387,158.636953,,,,0,0,,,,
stop_2603280916_58955,第一儿童医院,53.059110,158.631717,,,,0,0,,,,
stop_2603280916_75963,堪察加师范学院,53.062265,158.628790,,,,0,0,,,,
stop_2603280916_93101,中心市场,53.036054,158.661033,,,,0,0,,,,
stop_2603280916_75006,胜利大街,53.075412,158.582172,,,,0,0,,,,
stop_2603280916_67143,堪察加研究所,53.074083,158.577534,,,,0,0,,,,
stop_2603280916_52143,滨海街,53.070897,158.568558,,,,0,0,,,,
stop_2603280916_52764,老年病医院,53.067854,158.560726,,,,0,0,,,,
stop_2603280916_45519,叶尼塞街,53.064616,158.554709,,,,0,0,,,,
stop_2603280916_58924,阿瓦恰,53.062851,158.547193,,,,0,0,,,,
stop_2603280916_31242,37号学校,53.064307,158.539674,,,,0,0,,,,
stop_2603280916_88001,37号学校,53.063725,158.539736,,,,0,0,,,,
stop_2603280916_33694,阿瓦恰,53.062776,158.547077,,,,0,0,,,,
stop_2603280916_10561,叶尼塞街,53.065560,158.556886,,,,0,0,,,,
stop_2603280916_56814,老年病医院,53.067186,158.560021,,,,0,0,,,,
stop_2603280916_28789,滨海街,53.071084,158.569304,,,,0,0,,,,
stop_2603280916_35966,堪察加研究所,53.074194,158.578334,,,,0,0,,,,
stop_2603280916_98384,胜利大街,53.074761,158.583420,,,,0,0,,,,
stop_2603280916_09398,儿童公园,53.035903,158.673520,,,,0,0,,,,
stop_2603280916_17311,汽车市场,53.032418,158.681463,,,,0,0,,,,
stop_2603280916_92675,9号学校,53.029332,158.693166,,,,0,0,,,,
stop_2603280916_10511,搜救队,53.027961,158.702129,,,,0,0,,,,
stop_2603280916_17471,哈拉特尔公路,53.028025,158.711724,,,,0,0,,,,
stop_2603280916_09113,哈拉特尔机场,53.029366,158.717590,,,,0,0,,,,
stop_2603280916_63052,哈拉特尔公墓,53.035909,158.722772,,,,0,0,,,,
stop_2603280916_48124,沥青厂,53.039967,158.722428,,,,0,0,,,,
stop_2603280916_74961,岔路口,53.047369,158.704638,,,,0,0,,,,
stop_2603280916_88095,涅瓦大公小堂,53.050678,158.731862,,,,0,0,,,,
stop_2603280916_74603,33区,53.054551,158.736463,,,,0,0,,,,
stop_2603280916_05964,96区,53.054963,158.739700,,,,0,0,,,,
stop_2603280916_08186,96区,53.055533,158.738746,,,,0,0,,,,
stop_2603280916_07486,33区,53.054118,158.736004,,,,0,0,,,,
stop_2603280916_10437,涅瓦大公小堂,53.050960,158.731897,,,,0,0,,,,
stop_2603280916_76423,岔路口,53.047523,158.704620,,,,0,0,,,,
stop_2603280916_04693,沥青厂,53.039790,158.722370,,,,0,0,,,,
stop_2603280916_57628,哈拉特尔公墓,53.035834,158.722456,,,,0,0,,,,
stop_2603280916_05549,哈拉特尔机场,53.029215,158.716996,,,,0,0,,,,
stop_2603280916_98438,哈拉特尔公路,53.028157,158.712153,,,,0,0,,,,
stop_2603280916_49518,搜救队,53.028067,158.701716,,,,0,0,,,,
stop_2603280916_23156,沥青厂,53.040902,158.725525,,,,0,0,,,,
stop_2603280916_47071,五一街,53.040771,158.746120,,,,0,0,,,,
stop_2603280916_27198,公社国营农场,53.041412,158.755535,,,,0,0,,,,
stop_2603280916_98854,岔路口,53.047330,158.775849,,,,0,0,,,,
stop_2603280916_81369,冻原区,53.052432,158.774821,,,,0,0,,,,
stop_2603280916_11489,科泽尔斯基林场,53.051194,158.795454,,,,0,0,,,,
stop_2603280916_59425,乳牛场,53.051793,158.802082,,,,0,0,,,,
stop_2603280916_81106,第一儿童医院,53.057785,158.632644,,,,0,0,,,,
stop_2603280916_45159,城市喷泉,53.054719,158.637419,,,,0,0,,,,
stop_2603280916_63813,工大文化宫,53.051228,158.643370,,,,0,0,,,,
stop_2603280916_69358,主教座堂,53.046481,158.652796,,,,0,0,,,,
stop_2603280916_08711,萨蓬山,52.994871,158.661355,,,,0,0,,,,
stop_2603280916_01392,海洋街,52.991579,158.668094,,,,0,0,,,,
stop_2603280916_98801,沃特尼克体育中心,52.985988,158.671373,,,,0,0,,,,
stop_2603280916_97936,建材商店,52.984235,158.676450,,,,0,0,,,,
stop_2603280916_16339,花园街,52.981444,158.681407,,,,0,0,,,,
stop_2603280916_47109,圣母湖,52.980599,158.687714,,,,0,0,,,,
stop_2603280916_89094,医院,52.976025,158.692352,,,,0,0,,,,
stop_2603280916_71043,钥匙街,53.036175,158.652076,,,,0,0,,,,
stop_2603280916_32843,合作技校,53.033356,158.640212,,,,0,0,,,,
stop_2603280916_24592,靶场街,53.034306,158.631039,,,,0,0,,,,
stop_2603280916_79480,别林街,53.037711,158.624892,,,,0,0,,,,
stop_2603280916_70629,地质街,53.041455,158.619219,,,,0,0,,,,
stop_2603280916_90268,灰眼区,53.046569,158.616816,,,,0,0,,,,
stop_2603280916_74167,35号学校,53.050346,158.613076,,,,0,0,,,,
stop_2603280916_25063,列宁集体农庄,53.052121,158.610548,,,,0,0,,,,
stop_2603280916_47444,列宁集体农庄,53.052029,158.610921,,,,0,0,,,,
stop_2603280916_71729,灰眼区,53.046819,158.616491,,,,0,0,,,,
stop_2603280916_41182,地质街,53.041447,158.618881,,,,0,0,,,,
stop_2603280916_60867,别林街,53.037357,158.625512,,,,0,0,,,,
stop_2603280916_84168,合作技校,53.033188,158.640250,,,,0,0,,,,
stop_2603280916_43989,钥匙街,53.036382,158.653512,,,,0,0,,,,
stop_2603281205_46525,警察局,53.042921,158.661706,,,,0,0,,,,
stop_2603281205_60471,冻原街,53.045239,158.667737,,,,0,0,,,,
stop_2603281205_55708,远方街,53.047846,158.680007,,,,0,0,,,,
stop_2603281205_05861,砖河,53.052357,158.682628,,,,0,0,,,,
stop_2603281205_82824,砖厂区,53.054682,158.683864,,,,0,0,,,,
stop_2603281205_27448,砖厂区,53.054615,158.683682,,,,0,0,,,,
stop_2603281205_80246,砖河,53.052427,158.682381,,,,0,0,,,,
stop_2603281205_06647,远方街,53.048717,158.680096,,,,0,0,,,,
stop_2603281205_05538,冻原街,53.045499,158.667700,,,,0,0,,,,
stop_2603281205_11410,医院,52.975200,158.694106,,,,0,0,,,,
stop_2603281205_81451,圣母湖,52.980475,158.688095,,,,0,0,,,,
stop_2603281205_28129,花园街,52.981879,158.680074,,,,0,0,,,,
stop_2603281205_77039,沃特尼克体育中心,52.986091,158.671690,,,,0,0,,,,
stop_2603281205_48825,海洋街,52.992055,158.668146,,,,0,0,,,,
stop_2603281205_60828,萨蓬山,52.994863,158.661830,,,,0,0,,,,
stop_2603281205_79601,红山,52.998151,158.662827,,,,0,0,,,,
stop_2603281205_76565,建材市场,53.065981,158.640755,,,,0,0,,,,
stop_2603281205_71521,克鲁奇纳街,53.069399,158.641711,,,,0,0,,,,
stop_2603281205_43091,塔兰茨大街,53.073265,158.643634,,,,0,0,,,,
stop_2603281205_91797,拉丽娜街,53.074070,158.648670,,,,0,0,,,,
stop_2603281205_77227,拉丽娜街,53.074246,158.648105,,,,0,0,,,,
stop_2603281205_91036,塔兰茨大街,53.073412,158.642893,,,,0,0,,,,
stop_2603281205_64161,塔兰茨大街,53.072277,158.640019,,,,0,0,,,,
stop_2603281205_50093,地热公司,53.063939,158.639633,,,,0,0,,,,
