stop_id,stop_name,stop_lat,stop_lon,stop_code,stop_desc,stop_url,location_type,wheelchair_boarding,zone_id,stop_timezone,platform_code,tts_stop_name
stop_2603280916_04693,Асфальтовый завод,53.039790,158.722370,,,,0,0,,,,
stop_2603280916_57628,Халактырское кладбище,53.035834,158.722456,,,,0,0,,,,
stop_2603280916_05549,Халактырский аэропорт,53.029215,158.716996,,,,0,0,,,,
stop_2603280916_98438,Халактырское шоссе,53.028157,158.712153,,,,0,0,,,,
stop_2603280916_49518,Поисково-спасательная служба,53.028067,158.701716,,,,0,0,,,,
stop_2603280916_23156,Асфальтовый завод,53.040902,158.725525,,,,0,0,,,,
stop_2603280916_47071,ул. Первомайская,53.040771,158.746120,,,,0,0,,,,
stop_2603280916_27198,"Совхоз ""Коммунальник""",53.041412,158.755535,,,,0,0,,,,
stop_2603280916_98854,Развилка,53.047330,158.775849,,,,0,0,,,,
stop_2603280916_81369,Тундровый,53.052432,158.774821,,,,0,0,,,,
stop_2603280916_11489,Козельское лесничество,53.051194,158.795454,,,,0,0,,,,
stop_2603280916_59425,МТФ,53.051793,158.802082,,,,0,0,,,,
stop_2603280916_81106,Детская поликлиника №1,53.057785,158.632644,,,,0,0,,,,
stop_2603280916_45159,Городской фонтан,53.054719,158.637419,,,,0,0,,,,
stop_2603280916_63813,ДК КГТУ,53.051228,158.643370,,,,0,0,,,,
stop_2603280916_69358,Кафедральный собор,53.046481,158.652796,,,,0,0,,,,
stop_2603280916_08711,Сапун-гора,52.994871,158.661355,,,,0,0,,,,
stop_2603280916_01392,ул. Океанская,52.991579,158.668094,,,,0,0,,,,
stop_2603280916_98801,"ФОК ""Водник""",52.985988,158.671373,,,,0,0,,,,
stop_2603280916_97936,"Магазин ""Стройматериалы""",52.984235,158.676450,,,,0,0,,,,
stop_2603280916_16339,ул. Садовая,52.981444,158.681407,,,,0,0,,,,
stop_2603280916_47109,Богородское озеро,52.980599,158.687714,,,,0,0,,,,
stop_2603280916_89094,Госпиталь,52.976025,158.692352,,,,0,0,,,,
stop_2603280916_71043,ул. Ключевская,53.036175,158.652076,,,,0,0,,,,
stop_2603280916_32843,Кооперативный техникум,53.033356,158.640212,,,,0,0,,,,
stop_2603280916_24592,ул. Мишенная,53.034306,158.631039,,,,0,0,,,,
stop_2603280916_79480,ул. Беринга,53.037711,158.624892,,,,0,0,,,,
stop_2603280916_70629,ул. Геологическая,53.041455,158.619219,,,,0,0,,,,
stop_2603280916_90268,Сероглазка,53.046569,158.616816,,,,0,0,,,,
stop_2603280916_74167,Школа №35,53.050346,158.613076,,,,0,0,,,,
stop_2603280916_25063,Колхоз им. Ленина,53.052121,158.610548,,,,0,0,,,,
stop_2603280916_47444,Колхоз им. Ленина,53.052029,158.610921,,,,0,0,,,,
stop_2603280916_71729,Сероглазка,53.046819,158.616491,,,,0,0,,,,
stop_2603280916_41182,ул. Геологическая,53.041447,158.618881,,,,0,0,,,,
stop_2603280916_60867,ул. Беринга,53.037357,158.625512,,,,0,0,,,,
stop_2603280916_84168,Кооперативный техникум,53.033188,158.640250,,,,0,0,,,,
stop_2603280916_43989,ул. Ключевская,53.036382,158.653512,,,,0,0,,,,
stop_2603281205_46525,УВД,53.042921,158.661706,,,,0,0,,,,
stop_2603281205_60471,ул. Тундровая,53.045239,158.667737,,,,0,0,,,,
stop_2603281205_55708,ул. Дальняя,53.047846,158.680007,,,,0,0,,,,
stop_2603281205_05861,река Кирпичная,53.052357,158.682628,,,,0,0,,,,
stop_2603281205_82824,Кирпичики,53.054682,158.683864,,,,0,0,,,,
stop_2603281205_27448,Кирпичики,53.054615,158.683682,,,,0,0,,,,
stop_2603281205_80246,река Кирпичная,53.052427,158.682381,,,,0,0,,,,
stop_2603281205_06647,ул. Дальняя,53.048717,158.680096,,,,0,0,,,,
stop_2603281205_05538,ул. Тундровая,53.045499,158.667700,,,,0,0,,,,
stop_2603281205_11410,Госпиталь,52.975200,158.694106,,,,0,0,,,,
stop_2603281205_81451,Богородское озеро,52.980475,158.688095,,,,0,0,,,,
stop_2603281205_28129,ул. Садовая,52.981879,158.680074,,,,0,0,,,,
stop_2603281205_77039,"ФОК ""Водник""",52.986091,158.671690,,,,0,0,,,,
stop_2603281205_48825,ул. Океанская,52.992055,158.668146,,,,0,0,,,,
stop_2603281205_60828,Сапун-гора,52.994863,158.661830,,,,0,0,,,,
stop_2603281205_79601,Красная сопка,52.998151,158.662827,,,,0,0,,,,
stop_2603281205_76565,Строительный рынок,53.065981,158.640755,,,,0,0,,,,
stop_2603281205_71521,ул. Виталия Кручины,53.069399,158.641711,,,,0,0,,,,
stop_2603281205_43091,Проспект Таранца,53.073265,158.643634,,,,0,0,,,,
stop_2603281205_91797,ул. Ларина,53.074070,158.648670,,,,0,0,,,,
stop_2603281205_77227,ул. Ларина,53.074246,158.648105,,,,0,0,,,,
stop_2603281205_91036,Проспект Таранца,53.073412,158.642893,,,,0,0,,,,
stop_2603281205_64161,Проспект Таранца,53.072277,158.640019,,,,0,0,,,,
stop_2603281205_50093,"АО ""Геотерм""",53.063939,158.639633,,,,0,0,,,,
