trip_id,arrival_time,departure_time,stop_id,stop_sequence,pickup_type,drop_off_type,timepoint,shape_dist_traveled,continuous_pickup,continuous_drop_off
trip_2603280921_93759,06:20:00,06:20:00,stop_2603280916_03918,10,,,,,,
trip_2603280921_93759,06:22:00,06:22:00,stop_2603280916_21108,11,,,,,,
trip_2603280921_93759,06:24:00,06:24:00,stop_2603280916_80288,12,,,,,,
trip_2603280921_93759,06:26:00,06:26:00,stop_2603280916_87512,13,,,,,,
trip_2603280921_93759,06:28:00,06:28:00,stop_2603280916_93989,14,,,,,,
trip_2603280921_93759,06:30:00,06:30:00,stop_2603280916_17902,15,,,,,,
trip_2603280921_93759,06:32:00,06:32:00,stop_2603280916_91139,16,,,,,,
trip_2603280921_93759,06:34:00,06:34:00,stop_2603280916_90780,17,,,,,,
trip_2603280921_93759,06:36:00,06:36:00,stop_2603280916_73723,18,,,,,,
trip_2603280921_93759,06:38:00,06:38:00,stop_2603280916_42075,19,,,,,,
trip_2603280921_93759,06:40:00,06:40:00,stop_2603280916_20580,20,,,,,,
trip_2603280921_93759,06:42:00,06:42:00,stop_2603280916_60259,21,,,,,,
trip_2603280921_93759,06:44:00,06:44:00,stop_2603280916_57792,22,,,,,,
trip_2603280921_93759,06:46:00,06:46:00,stop_2603280916_41948,23,,,,,,
trip_2603280921_93759,06:48:00,06:48:00,stop_2603280916_75967,24,,,,,,
trip_2603280921_93759,06:50:00,06:50:00,stop_2603280916_79316,25,,,,,,
trip_2603280921_93759,06:52:00,06:52:00,stop_2603280916_91154,26,,,,,,
trip_2603280921_93759,06:54:00,06:54:00,stop_2603280916_12113,27,,,,,,
trip_2603280921_31946,06:00:00,06:00:00,stop_2603280916_80828,0,,,,,,
trip_2603280921_31946,06:02:00,06:02:00,stop_2603280916_27515,1,,,,,,
trip_2603280921_31946,06:04:00,06:04:00,stop_2603280916_19271,2,,,,,,
trip_2603280921_31946,06:06:00,06:06:00,stop_2603280916_76068,3,,,,,,
trip_2603280921_31946,06:08:00,06:08:00,stop_2603280916_06722,4,,,,,,
trip_2603280921_31946,06:10:00,06:10:00,stop_2603280916_50649,5,,,,,,
trip_2603280921_31946,06:12:00,06:12:00,stop_2603280916_51730,6,,,,,,
trip_2603280921_31946,06:14:00,06:14:00,stop_2603280916_67916,7,,,,,,
trip_2603280921_31946,06:16:00,06:16:00,stop_2603280916_18038,8,,,,,,
trip_2603280921_31946,06:18:00,06:18:00,stop_2603280916_46498,9,,,,,,
trip_2603280921_31946,06:20:00,06:20:00,stop_2603280916_03918,10,,,,,,
trip_2603280921_31946,06:22:00,06:22:00,stop_2603280916_21108,11,,,,,,
trip_2603280921_31946,06:24:00,06:24:00,stop_2603280916_80288,12,,,,,,
trip_2603280921_31946,06:26:00,06:26:00,stop_2603280916_87512,13,,,,,,
trip_2603280921_31946,06:28:00,06:28:00,stop_2603280916_93989,14,,,,,,
trip_2603280921_31946,06:30:00,06:30:00,stop_2603280916_17902,15,,,,,,
trip_2603280921_31946,06:32:00,06:32:00,stop_2603280916_91139,16,,,,,,
trip_2603280921_31946,06:34:00,06:34:00,stop_2603280916_90780,17,,,,,,
trip_2603280921_31946,06:36:00,06:36:00,stop_2603280916_73723,18,,,,,,
trip_2603280921_31946,06:38:00,06:38:00,stop_2603280916_42075,19,,,,,,
trip_2603280921_31946,06:40:00,06:40:00,stop_2603280916_20580,20,,,,,,
trip_2603280921_31946,06:42:00,06:42:00,stop_2603280916_60259,21,,,,,,
trip_2603280921_31946,06:44:00,06:44:00,stop_2603280916_57792,22,,,,,,
trip_2603280921_31946,06:46:00,06:46:00,stop_2603280916_41948,23,,,,,,
trip_2603280921_31946,06:48:00,06:48:00,stop_2603280916_75967,24,,,,,,
trip_2603280921_31946,06:50:00,06:50:00,stop_2603280916_79316,25,,,,,,
trip_2603280921_31946,06:52:00,06:52:00,stop_2603280916_91154,26,,,,,,
trip_2603280921_31946,06:54:00,06:54:00,stop_2603280916_12113,27,,,,,,
trip_2603280916_14507,08:00:00,08:00:00,stop_2603280916_73498,0,,,,,,
trip_2603280916_14507,08:02:00,08:02:00,stop_2603280916_59398,1,,,,,,
trip_2603280916_14507,08:04:00,08:04:00,stop_2603280916_17088,2,,,,,,
trip_2603280916_14507,08:06:00,08:06:00,stop_2603280916_42503,3,,,,,,
trip_2603280916_14507,08:08:00,08:08:00,stop_2603280916_79005,4,,,,,,
trip_2603280916_14507,08:10:00,08:10:00,stop_2603280916_07038,5,,,,,,
trip_2603280916_14507,08:12:00,08:12:00,stop_2603280916_83440,6,,,,,,
trip_2603280916_14507,08:14:00,08:14:00,stop_2603280916_08944,7,,,,,,
trip_2603280916_14507,08:16:00,08:16:00,stop_2603280916_48840,8,,,,,,
trip_2603280916_14507,08:18:00,08:18:00,stop_2603280916_45437,9,,,,,,
trip_2603280916_14507,08:20:00,08:20:00,stop_2603280916_45151,10,,,,,,
trip_2603280916_14507,08:22:00,08:22:00,stop_2603280916_72539,11,,,,,,
trip_2603280916_14507,08:24:00,08:24:00,stop_2603280916_75142,12,,,,,,
trip_2603280916_14507,08:26:00,08:26:00,stop_2603280916_66642,13,,,,,,
trip_2603280916_14507,08:28:00,08:28:00,stop_2603280916_17322,14,,,,,,
trip_2603280916_14507,08:30:00,08:30:00,stop_2603280916_69392,15,,,,,,
trip_2603280916_14507,08:32:00,08:32:00,stop_2603280916_41694,16,,,,,,
trip_2603280916_14507,08:34:00,08:34:00,stop_2603280916_01364,17,,,,,,
trip_2603280916_14507,08:36:00,08:36:00,stop_2603280916_82388,18,,,,,,
trip_2603280916_14507,08:38:00,08:38:00,stop_2603280916_67673,19,,,,,,
trip_2603280916_14507,08:40:00,08:40:00,stop_2603280916_34573,20,,,,,,
trip_2603280916_14507,08:42:00,08:42:00,stop_2603280916_23099,21,,,,,,
trip_2603280916_14507,08:44:00,08:44:00,stop_2603280916_89202,22,,,,,,
trip_2603280916_14507,08:46:00,08:46:00,stop_2603280916_86870,23,,,,,,
trip_2603280916_14507,08:48:00,08:48:00,stop_2603280916_00202,24,,,,,,
trip_2603280916_14507,08:50:00,08:50:00,stop_2603280916_02706,25,,,,,,
trip_2603280916_14507,08:52:00,08:52:00,stop_2603280916_89816,26,,,,,,
trip_2603280916_14507,08:54:00,08:54:00,stop_2603280916_09306,27,,,,,,
trip_2603280921_32488,06:00:00,06:00:00,stop_2603280916_73498,0,,,,,,
trip_2603280921_32488,06:02:00,06:02:00,stop_2603280916_59398,1,,,,,,
trip_2603280921_32488,06:04:00,06:04:00,stop_2603280916_17088,2,,,,,,
trip_2603280921_32488,06:06:00,06:06:00,stop_2603280916_42503,3,,,,,,
trip_2603280921_32488,06:08:00,06:08:00,stop_2603280916_79005,4,,,,,,
trip_2603280921_32488,06:10:00,06:10:00,stop_2603280916_07038,5,,,,,,
trip_2603280921_32488,06:12:00,06:12:00,stop_2603280916_83440,6,,,,,,
trip_2603280921_32488,06:14:00,06:14:00,stop_2603280916_08944,7,,,,,,
trip_2603280921_32488,06:16:00,06:16:00,stop_2603280916_48840,8,,,,,,
trip_2603280921_32488,06:18:00,06:18:00,stop_2603280916_45437,9,,,,,,
trip_2603280921_32488,06:20:00,06:20:00,stop_2603280916_45151,10,,,,,,
trip_2603280921_32488,06:22:00,06:22:00,stop_2603280916_72539,11,,,,,,
trip_2603280921_32488,06:24:00,06:24:00,stop_2603280916_75142,12,,,,,,
trip_2603280921_32488,06:26:00,06:26:00,stop_2603280916_66642,13,,,,,,
trip_2603280921_32488,06:28:00,06:28:00,stop_2603280916_17322,14,,,,,,
trip_2603280921_32488,06:30:00,06:30:00,stop_2603280916_69392,15,,,,,,
trip_2603280921_32488,06:32:00,06:32:00,stop_2603280916_41694,16,,,,,,
trip_2603280921_32488,06:34:00,06:34:00,stop_2603280916_01364,17,,,,,,
trip_2603280921_32488,06:36:00,06:36:00,stop_2603280916_82388,18,,,,,,
trip_2603280921_32488,06:38:00,06:38:00,stop_2603280916_67673,19,,,,,,
trip_2603280921_32488,06:40:00,06:40:00,stop_2603280916_34573,20,,,,,,
trip_2603280921_32488,06:42:00,06:42:00,stop_2603280916_23099,21,,,,,,
trip_2603280921_32488,06:44:00,06:44:00,stop_2603280916_89202,22,,,,,,
trip_2603280921_32488,06:46:00,06:46:00,stop_2603280916_86870,23,,,,,,
trip_2603280921_32488,06:48:00,06:48:00,stop_2603280916_00202,24,,,,,,
trip_2603280921_32488,06:50:00,06:50:00,stop_2603280916_02706,25,,,,,,
trip_2603280921_32488,06:52:00,06:52:00,stop_2603280916_89816,26,,,,,,
trip_2603280921_32488,06:54:00,06:54:00,stop_2603280916_09306,27,,,,,,
trip_2603280921_93069,06:00:00,06:00:00,stop_2603280916_73498,0,,,,,,
trip_2603280921_93069,06:02:00,06:02:00,stop_2603280916_59398,1,,,,,,
trip_2603280921_93069,06:04:00,06:04:00,stop_2603280916_17088,2,,,,,,
trip_2603280921_93069,06:06:00,06:06:00,stop_2603280916_42503,3,,,,,,
trip_2603280921_93069,06:08:00,06:08:00,stop_2603280916_79005,4,,,,,,
trip_2603280921_93069,06:10:00,06:10:00,stop_2603280916_07038,5,,,,,,
trip_2603280921_93069,06:12:00,06:12:00,stop_2603280916_83440,6,,,,,,
trip_2603280921_93069,06:14:00,06:14:00,stop_2603280916_08944,7,,,,,,
trip_2603280921_93069,06:16:00,06:16:00,stop_2603280916_48840,8,,,,,,
trip_2603280921_93069,06:18:00,06:18:00,stop_2603280916_45437,9,,,,,,
trip_2603280921_93069,06:20:00,06:20:00,stop_2603280916_45151,10,,,,,,
trip_2603280921_93069,06:22:00,06:22:00,stop_2603280916_72539,11,,,,,,
trip_2603280921_93069,06:24:00,06:24:00,stop_2603280916_75142,12,,,,,,
trip_2603280921_93069,06:26:00,06:26:00,stop_2603280916_66642,13,,,,,,
trip_2603280921_93069,06:28:00,06:28:00,stop_2603280916_17322,14,,,,,,
trip_2603280921_93069,06:30:00,06:30:00,stop_2603280916_69392,15,,,,,,
trip_2603280921_93069,06:32:00,06:32:00,stop_2603280916_41694,16,,,,,,
trip_2603280921_93069,06:34:00,06:34:00,stop_2603280916_01364,17,,,,,,
trip_2603280921_93069,06:36:00,06:36:00,stop_2603280916_82388,18,,,,,,
trip_2603280921_93069,06:38:00,06:38:00,stop_2603280916_67673,19,,,,,,
trip_2603280921_93069,06:40:00,06:40:00,stop_2603280916_34573,20,,,,,,
trip_2603280921_93069,06:42:00,06:42:00,stop_2603280916_23099,21,,,,,,
trip_2603280921_93069,06:44:00,06:44:00,stop_2603280916_89202,22,,,,,,
trip_2603280921_93069,06:46:00,06:46:00,stop_2603280916_86870,23,,,,,,
trip_2603280921_93069,06:48:00,06:48:00,stop_2603280916_00202,24,,,,,,
trip_2603280921_93069,06:50:00,06:50:00,stop_2603280916_02706,25,,,,,,
trip_2603280921_93069,06:52:00,06:52:00,stop_2603280916_89816,26,,,,,,
trip_2603280921_93069,06:54:00,06:54:00,stop_2603280916_09306,27,,,,,,
trip_2603280916_37592,08:00:00,08:00:00,stop_2603280916_06184,0,,,,,,
trip_2603280916_37592,08:02:00,08:02:00,stop_2603280916_74127,1,,,,,,
trip_2603280916_37592,08:04:00,08:04:00,stop_2603280916_84716,2,,,,,,
trip_2603280916_37592,08:06:00,08:06:00,stop_2603280916_29720,3,,,,,,
trip_2603280916_37592,08:08:00,08:08:00,stop_2603280916_65769,4,,,,,,
trip_2603280916_37592,08:10:00,08:10:00,stop_2603280916_59118,5,,,,,,
trip_2603280916_37592,08:12:00,08:12:00,stop_2603280916_78437,6,,,,,,
trip_2603280916_37592,08:14:00,08:14:00,stop_2603280916_17902,7,,,,,,
trip_2603280916_37592,08:16:00,08:16:00,stop_2603280916_12113,8,,,,,,
trip_2603280916_37592,08:18:00,08:18:00,stop_2603280916_98068,9,,,,,,
trip_2603280916_37592,08:20:00,08:20:00,stop_2603280916_65425,10,,,,,,
trip_2603280916_37592,08:22:00,08:22:00,stop_2603280916_31670,11,,,,,,
trip_2603280916_37592,08:24:00,08:24:00,stop_2603280916_75386,12,,,,,,
trip_2603280916_37592,08:26:00,08:26:00,stop_2603280916_04279,13,,,,,,
trip_2603280916_37592,08:28:00,08:28:00,stop_2603280916_58955,14,,,,,,
trip_2603280916_37592,08:30:00,08:30:00,stop_2603280916_75963,15,,,,,,
trip_2603280916_37592,08:32:00,08:32:00,stop_2603280916_00202,16,,,,,,
trip_2603280916_37592,08:34:00,08:34:00,stop_2603280916_02706,17,,,,,,
trip_2603280916_37592,08:36:00,08:36:00,stop_2603280916_89816,18,,,,,,
trip_2603280916_37592,08:38:00,08:38:00,stop_2603280916_09306,19,,,,,,
trip_2603280916_37592,08:40:00,08:40:00,stop_2603280916_93101,20,,,,,,
trip_2603280916_37592,08:42:00,08:42:00,stop_2603280916_45151,21,,,,,,
trip_2603280921_30661,06:00:00,06:00:00,stop_2603280916_06184,0,,,,,,
trip_2603280921_30661,06:02:00,06:02:00,stop_2603280916_74127,1,,,,,,
trip_2603280921_30661,06:04:00,06:04:00,stop_2603280916_84716,2,,,,,,
trip_2603280921_30661,06:06:00,06:06:00,stop_2603280916_29720,3,,,,,,
trip_2603280921_30661,06:08:00,06:08:00,stop_2603280916_65769,4,,,,,,
trip_2603280921_30661,06:10:00,06:10:00,stop_2603280916_59118,5,,,,,,
trip_2603280921_30661,06:12:00,06:12:00,stop_2603280916_78437,6,,,,,,
trip_2603280921_30661,06:14:00,06:14:00,stop_2603280916_17902,7,,,,,,
trip_2603280921_30661,06:16:00,06:16:00,stop_2603280916_12113,8,,,,,,
trip_2603280921_30661,06:18:00,06:18:00,stop_2603280916_98068,9,,,,,,
trip_2603280921_30661,06:20:00,06:20:00,stop_2603280916_65425,10,,,,,,
trip_2603280921_30661,06:22:00,06:22:00,stop_2603280916_31670,11,,,,,,
trip_2603280921_30661,06:24:00,06:24:00,stop_2603280916_75386,12,,,,,,
trip_2603280921_30661,06:26:00,06:26:00,stop_2603280916_04279,13,,,,,,
trip_2603280921_30661,06:28:00,06:28:00,stop_2603280916_58955,14,,,,,,
trip_2603280921_30661,06:30:00,06:30:00,stop_2603280916_75963,15,,,,,,
trip_2603280921_30661,06:32:00,06:32:00,stop_2603280916_00202,16,,,,,,
trip_2603280921_30661,06:34:00,06:34:00,stop_2603280916_02706,17,,,,,,
trip_2603280921_30661,06:36:00,06:36:00,stop_2603280916_89816,18,,,,,,
trip_2603280921_30661,06:38:00,06:38:00,stop_2603280916_09306,19,,,,,,
trip_2603280921_30661,06:40:00,06:40:00,stop_2603280916_93101,20,,,,,,
trip_2603280921_30661,06:42:00,06:42:00,stop_2603280916_45151,21,,,,,,
trip_2603280921_88118,06:00:00,06:00:00,stop_2603280916_06184,0,,,,,,
trip_2603280921_88118,06:02:00,06:02:00,stop_2603280916_74127,1,,,,,,
trip_2603280921_88118,06:04:00,06:04:00,stop_2603280916_84716,2,,,,,,
trip_2603280921_88118,06:06:00,06:06:00,stop_2603280916_29720,3,,,,,,
trip_2603280921_88118,06:08:00,06:08:00,stop_2603280916_65769,4,,,,,,
trip_2603280921_88118,06:10:00,06:10:00,stop_2603280916_59118,5,,,,,,
trip_2603280921_88118,06:12:00,06:12:00,stop_2603280916_78437,6,,,,,,
trip_2603280921_88118,06:14:00,06:14:00,stop_2603280916_17902,7,,,,,,
trip_2603280921_88118,06:16:00,06:16:00,stop_2603280916_12113,8,,,,,,
trip_2603280921_88118,06:18:00,06:18:00,stop_2603280916_98068,9,,,,,,
trip_2603280921_88118,06:20:00,06:20:00,stop_2603280916_65425,10,,,,,,
trip_2603280921_88118,06:22:00,06:22:00,stop_2603280916_31670,11,,,,,,
trip_2603280921_88118,06:24:00,06:24:00,stop_2603280916_75386,12,,,,,,
trip_2603280921_88118,06:26:00,06:26:00,stop_2603280916_04279,13,,,,,,
trip_2603280921_88118,06:28:00,06:28:00,stop_2603280916_58955,14,,,,,,
trip_2603280921_88118,06:30:00,06:30:00,stop_2603280916_75963,15,,,,,,
trip_2603280921_88118,06:32:00,06:32:00,stop_2603280916_00202,16,,,,,,
trip_2603280921_88118,06:34:00,06:34:00,stop_2603280916_02706,17,,,,,,
trip_2603280921_88118,06:36:00,06:36:00,stop_2603280916_89816,18,,,,,,
trip_2603280921_88118,06:38:00,06:38:00,stop_2603280916_09306,19,,,,,,
trip_2603280921_88118,06:40:00,06:40:00,stop_2603280916_93101,20,,,,,,
trip_2603280921_88118,06:42:00,06:42:00,stop_2603280916_45151,21,,,,,,
trip_2603280916_15516,08:00:00,08:00:00,stop_2603280916_75006,0,,,,,,
trip_2603280916_15516,08:02:00,08:02:00,stop_2603280916_67143,1,,,,,,
trip_2603280916_15516,08:04:00,08:04:00,stop_2603280916_52143,2,,,,,,
trip_2603280916_15516,08:06:00,08:06:00,stop_2603280916_52764,3,,,,,,
trip_2603280916_15516,08:08:00,08:08:00,stop_2603280916_45519,4,,,,,,
trip_2603280916_15516,08:10:00,08:10:00,stop_2603280916_58924,5,,,,,,
trip_2603280916_15516,08:12:00,08:12:00,stop_2603280916_31242,6,,,,,,
trip_2603280921_82395,06:00:00,06:00:00,stop_2603280916_75006,0,,,,,,
trip_2603280921_82395,06:02:00,06:02:00,stop_2603280916_67143,1,,,,,,
trip_2603280921_82395,06:04:00,06:04:00,stop_2603280916_52143,2,,,,,,
trip_2603280921_82395,06:06:00,06:06:00,stop_2603280916_52764,3,,,,,,
trip_2603280921_82395,06:08:00,06:08:00,stop_2603280916_45519,4,,,,,,
trip_2603280921_82395,06:10:00,06:10:00,stop_2603280916_58924,5,,,,,,
trip_2603280921_82395,06:12:00,06:12:00,stop_2603280916_31242,6,,,,,,
trip_2603280921_95188,06:00:00,06:00:00,stop_2603280916_75006,0,,,,,,
trip_2603280921_95188,06:02:00,06:02:00,stop_2603280916_67143,1,,,,,,
trip_2603280921_95188,06:04:00,06:04:00,stop_2603280916_52143,2,,,,,,
trip_2603280921_95188,06:06:00,06:06:00,stop_2603280916_52764,3,,,,,,
trip_2603280921_95188,06:08:00,06:08:00,stop_2603280916_45519,4,,,,,,
trip_2603280921_95188,06:10:00,06:10:00,stop_2603280916_58924,5,,,,,,
trip_2603280921_95188,06:12:00,06:12:00,stop_2603280916_31242,6,,,,,,
trip_2603280916_59747,08:00:00,08:00:00,stop_2603280916_88001,0,,,,,,
trip_2603280916_59747,08:02:00,08:02:00,stop_2603280916_33694,1,,,,,,
trip_2603280916_59747,08:04:00,08:04:00,stop_2603280916_10561,2,,,,,,
trip_2603280916_59747,08:06:00,08:06:00,stop_2603280916_56814,3,,,,,,
trip_2603280916_59747,08:08:00,08:08:00,stop_2603280916_28789,4,,,,,,
trip_2603280916_59747,08:10:00,08:10:00,stop_2603280916_35966,5,,,,,,
trip_2603280916_59747,08:12:00,08:12:00,stop_2603280916_98384,6,,,,,,
trip_2603280921_74199,06:00:00,06:00:00,stop_2603280916_88001,0,,,,,,
trip_2603280921_74199,06:02:00,06:02:00,stop_2603280916_33694,1,,,,,,
trip_2603280921_74199,06:04:00,06:04:00,stop_2603280916_10561,2,,,,,,
trip_2603280921_74199,06:06:00,06:06:00,stop_2603280916_56814,3,,,,,,
trip_2603280921_74199,06:08:00,06:08:00,stop_2603280916_28789,4,,,,,,
trip_2603280921_74199,06:10:00,06:10:00,stop_2603280916_35966,5,,,,,,
trip_2603280921_74199,06:12:00,06:12:00,stop_2603280916_98384,6,,,,,,
trip_2603280921_54829,06:00:00,06:00:00,stop_2603280916_88001,0,,,,,,
trip_2603280921_54829,06:02:00,06:02:00,stop_2603280916_33694,1,,,,,,
trip_2603280921_54829,06:04:00,06:04:00,stop_2603280916_10561,2,,,,,,
