stop_id,stop_name,stop_lat,stop_lon,stop_code,stop_desc,stop_url,location_type,wheelchair_boarding,zone_id,stop_timezone,platform_code,tts_stop_name
stop_2603280916_08944,オゼルノフスカヤ砂州通り,53.028264,158.641131,,,,0,0,,,,
stop_2603280916_48840,クルトゥチ湖,53.031797,158.639990,,,,0,0,,,,
stop_2603280916_45437,スパルタクスタジアム,53.033861,158.648962,,,,0,0,,,,
stop_2603280916_45151,コムソモール広場,53.036487,158.655708,,,,0,0,,,,
stop_2603280916_72539,ベーリング記念カムチャツカ州立大学,53.035835,158.665286,,,,0,0,,,,
stop_2603280916_75142,児童公園,53.036564,158.675596,,,,0,0,,,,
stop_2603280916_66642,ポルエキパージ,53.040503,158.678584,,,,0,0,,,,
stop_2603280916_17322,オランジェリー,53.045108,158.673001,,,,0,0,,,,
stop_2603280916_69392,オルメディウム医療センター,53.046880,158.678941,,,,0,0,,,,
stop_2603280916_41694,ツィオルコフスキー大通り,53.052598,158.679182,,,,0,0,,,,
stop_2603280916_01364,BAMショッピングセンター,53.057048,158.674378,,,,0,0,,,,
stop_2603280916_82388,ズヴョーズドナヤ通り,53.054608,158.664232,,,,0,0,,,,
stop_2603280916_67673,人形劇場,53.055893,158.656869,,,,0,0,,,,
stop_2603280916_34573,ホリゾント・ノルド,53.060921,158.650188,,,,0,0,,,,
stop_2603280916_23099,建材市場,53.064711,158.643256,,,,0,0,,,,
stop_2603280916_89202,国境町,53.065504,158.638183,,,,0,0,,,,
stop_2603280916_86870,デーツキー店,53.066879,158.630583,,,,0,0,,,,
stop_2603280916_00202,州立図書館,53.066047,158.624385,,,,0,0,,,,
stop_2603280916_02706,チュバロフ通り,53.069610,158.614082,,,,0,0,,,,
stop_2603280916_89816,火山研究所,53.070085,158.608320,,,,0,0,,,,
stop_2603280916_09306,建設町,53.070714,158.601633,,,,0,0,,,,
stop_2603280916_06184,ステプナヤ通り,53.013661,158.722160,,,,0,0,,,,
stop_2603280916_74127,リーザ・チャイキナ通り,53.015109,158.718210,,,,0,0,,,,
stop_2603280916_84716,ホッケー学校,53.017387,158.713173,,,,0,0,,,,
stop_2603280916_29720,ソルネチナヤ通り,53.023939,158.702701,,,,0,0,,,,
stop_2603280916_65769,分岐点,53.026636,158.700707,,,,0,0,,,,
stop_2603280916_59118,第9中学校,53.029791,158.690956,,,,0,0,,,,
stop_2603280916_78437,中古車市場,53.032006,158.682793,,,,0,0,,,,
stop_2603280916_98068,州立病院,53.039177,158.659230,,,,0,0,,,,
stop_2603280916_65425,ウラジオストク通り,53.043797,158.659440,,,,0,0,,,,
stop_2603280916_31670,大聖堂,53.048261,158.652762,,,,0,0,,,,
stop_2603280916_75386,KSTU文化会館,53.051906,158.642381,,,,0,0,,,,
stop_2603280916_04279,市営噴水,53.055387,158.636953,,,,0,0,,,,
stop_2603280916_58955,第1児童診療所,53.059110,158.631717,,,,0,0,,,,
stop_2603280916_75963,カムチャツカ師範学院,53.062265,158.628790,,,,0,0,,,,
stop_2603280916_93101,中央市場,53.036054,158.661033,,,,0,0,,,,
stop_2603280916_75006,勝利大通り,53.075412,158.582172,,,,0,0,,,,
stop_2603280916_67143,カムチャツカ研究所,53.074083,158.577534,,,,0,0,,,,
stop_2603280916_52143,プリモルスカヤ通り,53.070897,158.568558,,,,0,0,,,,
stop_2603280916_52764,老人病院,53.067854,158.560726,,,,0,0,,,,
stop_2603280916_45519,エニセイ通り,53.064616,158.554709,,,,0,0,,,,
stop_2603280916_58924,アーヴァチャ,53.062851,158.547193,,,,0,0,,,,
stop_2603280916_31242,第37中学校,53.064307,158.539674,,,,0,0,,,,
stop_2603280916_88001,第37中学校,53.063725,158.539736,,,,0,0,,,,
stop_2603280916_33694,アーヴァチャ,53.062776,158.547077,,,,0,0,,,,
stop_2603280916_10561,エニセイ通り,53.065560,158.556886,,,,0,0,,,,
stop_2603280916_56814,老人病院,53.067186,158.560021,,,,0,0,,,,
stop_2603280916_28789,プリモルスカヤ通り,53.071084,158.569304,,,,0,0,,,,
stop_2603280916_35966,カムチャツカ研究所,53.074194,158.578334,,,,0,0,,,,
stop_2603280916_98384,勝利大通り,53.074761,158.583420,,,,0,0,,,,
stop_2603280916_09398,児童公園,53.035903,158.673520,,,,0,0,,,,
stop_2603280916_17311,中古車市場,53.032418,158.681463,,,,0,0,,,,
stop_2603280916_92675,第9中学校,53.029332,158.693166,,,,0,0,,,,
stop_2603280916_10511,捜索救助隊,53.027961,158.702129,,,,0,0,,,,
stop_2603280916_17471,ハラクティル幹線道路,53.028025,158.711724,,,,0,0,,,,
stop_2603280916_09113,ハラクティル空港,53.029366,158.717590,,,,0,0,,,,
stop_2603280916_63052,ハラクティル墓地,53.035909,158.722772,,,,0,0,,,,
stop_2603280916_48124,アスファルト工場,53.039967,158.722428,,,,0,0,,,,
stop_2603280916_74961,分岐点,53.047369,158.704638,,,,0,0,,,,
stop_2603280916_88095,アレクサンドル・ネフスキー礼拝堂,53.050678,158.731862,,,,0,0,,,,
stop_2603280916_74603,セクター33,53.054551,158.736463,,,,0,0,,,,
stop_2603280916_05964,セクター96,53.054963,158.739700,,,,0,0,,,,
stop_2603280916_08186,セクター96,53.055533,158.738746,,,,0,0,,,,
stop_2603280916_07486,セクター33,53.054118,158.736004,,,,0,0,,,,
stop_2603280916_10437,アレクサンドル・ネフスキー礼拝堂,53.050960,158.731897,,,,0,0,,,,
stop_2603280916_76423,分岐点,53.047523,158.704620,,,,0,0,,,,
stop_2603280916_04693,アスファルト工場,53.039790,158.722370,,,,0,0,,,,
stop_2603280916_57628,ハラクティル墓地,53.035834,158.722456,,,,0,0,,,,
stop_2603280916_05549,ハラクティル空港,53.029215,158.716996,,,,0,0,,,,
stop_2603280916_98438,ハラクティル幹線道路,53.028157,158.712153,,,,0,0,,,,
stop_2603280916_49518,捜索救助隊,53.028067,158.701716,,,,0,0,,,,
stop_2603280916_23156,アスファルト工場,53.040902,158.725525,,,,0,0,,,,
stop_2603280916_47071,ペルヴォマイスカヤ通り,53.040771,158.746120,,,,0,0,,,,
stop_2603280916_27198,コムムーナルニク国営農場,53.041412,158.755535,,,,0,0,,,,
stop_2603280916_98854,分岐点,53.047330,158.775849,,,,0,0,,,,
stop_2603280916_81369,ツンドロヴィー,53.052432,158.774821,,,,0,0,,,,
stop_2603280916_11489,コゼリスク森林管理所,53.051194,158.795454,,,,0,0,,,,
stop_2603280916_59425,乳牛農場,53.051793,158.802082,,,,0,0,,,,
stop_2603280916_81106,第1児童診療所,53.057785,158.632644,,,,0,0,,,,
stop_2603280916_45159,市営噴水,53.054719,158.637419,,,,0,0,,,,
stop_2603280916_63813,KSTU文化会館,53.051228,158.643370,,,,0,0,,,,
stop_2603280916_69358,大聖堂,53.046481,158.652796,,,,0,0,,,,
stop_2603280916_08711,サプン山,52.994871,158.661355,,,,0,0,,,,
stop_2603280916_01392,オケアンスカヤ通り,52.991579,158.668094,,,,0,0,,,,
stop_2603280916_98801,ヴォドニク体育複合施設,52.985988,158.671373,,,,0,0,,,,
stop_2603280916_97936,建設資材店,52.984235,158.676450,,,,0,0,,,,
stop_2603280916_16339,サドヴァヤ通り,52.981444,158.681407,,,,0,0,,,,
stop_2603280916_47109,ボゴロツコエ湖,52.980599,158.687714,,,,0,0,,,,
stop_2603280916_89094,病院,52.976025,158.692352,,,,0,0,,,,
stop_2603280916_71043,クリュチェフスカヤ通り,53.036175,158.652076,,,,0,0,,,,
stop_2603280916_32843,協同組合技術学院,53.033356,158.640212,,,,0,0,,,,
stop_2603280916_24592,ミシェンナヤ通り,53.034306,158.631039,,,,0,0,,,,
stop_2603280916_79480,ベーリング通り,53.037711,158.624892,,,,0,0,,,,
stop_2603280916_70629,ゲオロギチェスカヤ通り,53.041455,158.619219,,,,0,0,,,,
stop_2603280916_90268,セログラズカ,53.046569,158.616816,,,,0,0,,,,
stop_2603280916_74167,第35中学校,53.050346,158.613076,,,,0,0,,,,
stop_2603280916_25063,レーニン記念コルホーズ,53.052121,158.610548,,,,0,0,,,,
stop_2603280916_47444,レーニン記念コルホーズ,53.052029,158.610921,,,,0,0,,,,
stop_2603280916_71729,セログラズカ,53.046819,158.616491,,,,0,0,,,,
stop_2603280916_41182,ゲオロギチェスカヤ通り,53.041447,158.618881,,,,0,0,,,,
stop_2603280916_60867,ベーリング通り,53.037357,158.625512,,,,0,0,,,,
stop_2603280916_84168,協同組合技術学院,53.033188,158.640250,,,,0,0,,,,
stop_2603280916_43989,クリュチェフスカヤ通り,53.036382,158.653512,,,,0,0,,,,
stop_2603281205_46525,警察署,53.042921,158.661706,,,,0,0,,,,
stop_2603281205_60471,ツンドロヴァヤ通り,53.045239,158.667737,,,,0,0,,,,
stop_2603281205_55708,ダーリニャヤ通り,53.047846,158.680007,,,,0,0,,,,
stop_2603281205_05861,キルピチナヤ川,53.052357,158.682628,,,,0,0,,,,
stop_2603281205_82824,キルピチキ,53.054682,158.683864,,,,0,0,,,,
stop_2603281205_27448,キルピチキ,53.054615,158.683682,,,,0,0,,,,
stop_2603281205_80246,キルピチナヤ川,53.052427,158.682381,,,,0,0,,,,
stop_2603281205_06647,ダーリニャヤ通り,53.048717,158.680096,,,,0,0,,,,
stop_2603281205_05538,ツンドロヴァヤ通り,53.045499,158.667700,,,,0,0,,,,
stop_2603281205_11410,病院,52.975200,158.694106,,,,0,0,,,,
stop_2603281205_81451,ボゴロツコエ湖,52.980475,158.688095,,,,0,0,,,,
stop_2603281205_28129,サドヴァヤ通り,52.981879,158.680074,,,,0,0,,,,
stop_2603281205_77039,ヴォドニク体育複合施設,52.986091,158.671690,,,,0,0,,,,
stop_2603281205_48825,オケアンスカヤ通り,52.992055,158.668146,,,,0,0,,,,
stop_2603281205_60828,サプン山,52.994863,158.661830,,,,0,0,,,,
stop_2603281205_79601,クラスナヤ・ソプカ,52.998151,158.662827,,,,0,0,,,,
stop_2603281205_76565,建材市場,53.065981,158.640755,,,,0,0,,,,
stop_2603281205_71521,ヴィターリイ・クルーチナ通り,53.069399,158.641711,,,,0,0,,,,
stop_2603281205_43091,タランツァ大通り,53.073265,158.643634,,,,0,0,,,,
stop_2603281205_91797,ラリナ通り,53.074070,158.648670,,,,0,0,,,,
stop_2603281205_77227,ラリナ通り,53.074246,158.648105,,,,0,0,,,,
stop_2603281205_91036,タランツァ大通り,53.073412,158.642893,,,,0,0,,,,
stop_2603281205_64161,タランツァ大通り,53.072277,158.640019,,,,0,0,,,,
stop_2603281205_50093,ゲオテルム株式会社,53.063939,158.639633,,,,0,0,,,,
